canonical	count	symbol	root	quality	root_qual	common	root_common	pitch_names	chord_size
"011000010000"	919	*	C#	other	C# other	tritone-fourth	C# tritone-fourth	C# D G	3
"010100101100"	9	D#/o7/C#addG#	D#	diminished	D# diminished	Kumoi pentachord	D# Kumoi pentachord	C# D# F# G# A	5
"010101010100"	5	D#dom7dim5/C#addE#	D#	other	D# other	whole-tone pentachord	D# whole-tone pentachord	C# D# E# F## A	5
"111000010010"	14	Gdim/CaddD	G	other	G other	minor-seventh pentacluster	G minor-seventh pentacluster	C D- D G B-	5
"001010101100"	57	DaddG#,E	D	major	D major	lydian pentachord	D lydian pentachord	D E F# G# A	5
"101010000110"	9	Am/CaddB-,D	A	minor	A minor	phrygian pentachord	A phrygian pentachord	C D E A B-	5
"000101010010"	2026	E-addF	E-	major	E- major	major-second major tetrachord	E- major-second major tetrachord	E- F G B-	4
"001111000010"	6	B-/DaddE,E-	B-	major	B- major	major-third pentacluster	B- major-third pentacluster	D E- E F B-	5
"101001100110"	7	B-M9/CaddF#	B-	other	B- other	combinatorial I (I7)	B- combinatorial I (I7)	C D F F# A B-	6
"001000110001"	2420	Gmaj7/D	G	major	G major	major seventh chord	G major seventh chord	D F# G B	4
"010001001001"	1531	C#7	C#	major	C# major	dominant seventh chord	C# dominant seventh chord	C# E# G# B	4
"011000100000"	1903	*	D	major	D major	incomplete major-seventh chord	D incomplete major-seventh chord	C# D F#	3
"010011010101"	14	A9/C#addE#	A	other	A other	Scriabin's Mystic-chord	A Scriabin's Mystic-chord	C# E E# G A B	6
"000010011101"	5	EmaddA,G#	E	other	E other	center-cluster pentachord	E center-cluster pentachord	E G G# A B	5
"101000101000"	152	Ddom7dim5/C	D	other	D other	Messiaen's truncated mode 6	D Messiaen's truncated mode 6	C D F# A-	4
"000000010100"	10722	*	A	other	A other	interval class 2	A interval class 2	G A	2
"000010010101"	1276	EmaddA	E	minor	E minor	perfect-fourth minor tetrachord	E perfect-fourth minor tetrachord	E G A B	4
"100100010011"	10	Cm7addB	C	minor	C minor	center-cluster pentamirror	C center-cluster pentamirror	C E- G B- B	5
"100011001100"	21	FmM7/CaddA	F	other	F other	major-augmented ninth chord	F major-augmented ninth chord	C E F A- A	5
"100010000000"	36129	*	C	major	C major	interval class 4	C interval class 4	C E	2
"100101010000"	1392	CmaddF	C	minor	C minor	perfect-fourth minor tetrachord	C perfect-fourth minor tetrachord	C E- F G	4
"100100100100"	7072	F#o7/C	F#	diminished	F# diminished	diminished seventh chord	F# diminished seventh chord	C E- F# A	4
"010010011101"	6	A9/C#addG#	A	major	A major		A 	C# E G G# A B	6
"010011001101"	7	AM9/C#addE#	A	other	A other	combinatorial I (I7)	A combinatorial I (I7)	C# E E# G# A B	6
"010110100101"	11	B11/C#	B	major	B major	dominant-eleventh	B dominant-eleventh	C# D# E F# A B	6
"100001000110"	1550	F/CaddB-	F	major	F major	perfect-fourth major tetrachord	F perfect-fourth major tetrachord	C F A B-	4
"010101001000"	172	C#addD#	C#	major	C# major	major-second major tetrachord	C# major-second major tetrachord	C# D# E# G#	4
"101011001000"	16	D/o9/C	D	diminished	D diminished	diminished-augmented ninth chord	D diminished-augmented ninth chord	C D E F A-	5
"010010100101"	60	F#m7/C#addB	F#	minor	F# minor	major pentatonic	F# major pentatonic	C# E F# A B	5
"010100110100"	7	D#/o7/C#addG	D#	diminished	D# diminished	Javanese pentatonic	D# Javanese pentatonic	C# D# F# G A	5
"000100010011"	75	E-addB	E-	other	E- other	augmented major tetrachord	E- augmented major tetrachord	E- G B- B	4
"110110001000"	5	D-mM9/C	D-	minor	D- minor	minor-major ninth chord	D- minor-major ninth chord	C D- E- F- A-	5
"010011010001"	38	C#/o7addE#	C#	other	C# other	Javanese pentatonic	C# Javanese pentatonic	C# E E# G B	5
"101101000101"	12	B/ob9/CaddE-	B	diminished	B diminished	combinatorial RI (RI8)	B combinatorial RI (RI8)	C D E- F A B	6
"010010101000"	129	C#maddF#	C#	minor	C# minor	perfect-fourth minor tetrachord	C# perfect-fourth minor tetrachord	C# E F# G#	4
"000110001001"	389	F-maj7/C-	F-	major	F- major	major seventh chord	F- major seventh chord	E- F- A- C-	4
"000010101101"	120	EaddA,F#	E	major	E major	major pentachord	E major pentachord	E F# G# A B	5
"010000110110"	6	F#m/C#addG,A#	F#	other	F# other	major-minor-diminished pentachord	F# major-minor-diminished pentachord	C# F# G A A#	5
"000011011000"	36	*	E	other	E other	alternating tetramirror	E alternating tetramirror	E E# G G#	4
"100010100010"	109	F#dom7dim5/C	F#	other	F# other	Messiaen's truncated mode 6	F# Messiaen's truncated mode 6	C E F# A#	4
"000110110001"	59	C-addG,F-	C-	other	C- other	minor-major ninth chord	C- minor-major ninth chord	E- F- G- G C-	5
"110000000101"	16	*	A	other	A other	major-second tetracluster	A major-second tetracluster	C C# A B	4
"010100000100"	517	*	D#	other	D# other	incomplete half-diminished seventh chord	D# incomplete half-diminished seventh chord	C# D# A	3
"001000000010"	35704	*	B-	major	B- major	interval class 4	B- interval class 4	D B-	2
"001100101010"	11	E-mM7/DaddA-	E-	minor	E- minor	enigmatic pentachord	E- enigmatic pentachord	D E- G- A- B-	5
"111010010010"	6	C7addD-,D	C	major	C major	combinatorial RI (RI6)	C combinatorial RI (RI6)	C D- D E G B-	6
"000000111000"	11	*	G	other	G other	chromatic trimirror	G chromatic trimirror	F# G G#	3
"100000100100"	7682	F#dim/C	F#	diminished	F# diminished	diminished triad	F# diminished triad	C F# A	3
"100010010111"	14	Am7/CaddB-,B	A	minor	A minor		A 	C E G A B- B	6
"000010100101"	718	*	F#	minor	F# minor	quartal tetramirror	F# quartal tetramirror	E F# A B	4
"011011010010"	30	C#o11	C#	diminished	C# diminished	combinatorial I (I11)	C# combinatorial I (I11)	C# D E F G B-	6
"001000101100"	482	DaddG#	D	major	D major	all-interval tetrachord	D all-interval tetrachord	D F# G# A	4
"000111100001"	10	C-addF-,F	C-	major	C- major	major-third pentacluster	C- major-third pentacluster	E- F- F G- C-	5
"010100010110"	49	*	A	major	A major	augmented-sixth pentachord	A augmented-sixth pentachord	C# D# G A A#	5
"011000100011"	38	BmM9/C#	B	minor	B minor	minor-major ninth chord	B minor-major ninth chord	C# D F# A# B	5
"001001001100"	561	DdimaddA	D	other	D other	minor-diminished tetrachord	D minor-diminished tetrachord	D F A- A	4
"010000101000"	645	C#sus	F#	other	F# other	quartal trichord	F# quartal trichord	C# F# G#	3
"001000110101"	543	GM9/D	G	major	G major	major-ninth chord	G major-ninth chord	D F# G A B	5
"001001011110"	10	Gm7/DaddA,A-	G	minor	G minor		G 	D F G A- A B-	6
"010110000000"	258	*	C#	minor	C# minor	minor trichord	C# minor trichord	C# D# E	3
"001001000011"	145	B-/DaddB	B-	major	B- major	major-diminished tetrachord	B- major-diminished tetrachord	D F B- B	4
"100100111000"	24	A-7/CaddG	A-	major	A- major	diminished pentacluster	A- diminished pentacluster	C E- G- G A-	5
"101001011011"	8	Gm7/CaddA-,B	G	other	G other		G 	C D F G A- B- B	7
"110100100100"	128	Ao7/CaddD-	A	diminished	A diminished	diminished minor-ninth chord	A diminished minor-ninth chord	C D- E- G- A	5
"001011000101"	46	B/o7/DaddE	B	diminished	B diminished	Kumoi pentachord	B Kumoi pentachord	D E F A B	5
"001000101001"	846	G#/o7/D	G#	diminished	G# diminished	half-diminished seventh chord	G# half-diminished seventh chord	D F# G# B	4
"101010110000"	113	CaddF#,D	C	major	C major	lydian pentachord	C lydian pentachord	C D E F# G	5
"000110010101"	19	E-+addA,F-	E-	augmented	E- augmented	enigmatic pentachord	E- enigmatic pentachord	E- F- G A B	5
"010010110110"	5	F#m7/C#addG,A#	F#	other	F# other	combinatorial I (I1)	F# combinatorial I (I1)	C# E F# G A A#	6
"100010110010"	94	C7addF#	C	major	C major	augmented-sixth pentachord	C augmented-sixth pentachord	C E F# G B-	5
"000011010010"	1294	EdimaddF	E	diminished	E diminished	minor-second diminished tetrachord	E minor-second diminished tetrachord	E F G B-	4
"010010101100"	109	F#m9/C#	F#	minor	F# minor	minor-ninth chord	F# minor-ninth chord	C# E F# G# A	5
"100101010100"	708	F9/C	F	major	F major	dominant-ninth	F dominant-ninth	C E- F G A	5
"000001000010"	16638	B-power/F	B-	other	B- other	interval class 5	B- interval class 5	F B-	2
"001001000100"	23009	Dm	D	minor	D minor	minor triad	D minor triad	D F A	3
"110010011010"	5	Gob9/C	G	diminished	G diminished	double-phrygian heachord	G double-phrygian heachord	C D- F- G A- B-	6
"010001010101"	8	A9#5/C#	A	augmented	A augmented	whole-tone pentachord	A whole-tone pentachord	C# E# G A B	5
"011011000100"	98	DmM9/C#	D	minor	D minor	minor-major ninth chord	D minor-major ninth chord	C# D E F A	5
"000101001110"	6	*	F	other	F other	double-seconds triple-fourth pentachord	F double-seconds triple-fourth pentachord	E- F A- A B-	5
"001001010101"	765	G9/D	G	major	G major	dominant-ninth	G dominant-ninth	D F G A B	5
"100011100100"	38	Fmaj7/CaddF#	F	major	F major	diminished pentacluster	F diminished pentacluster	C E F F# A	5
"010001100100"	127	F#mM7/C#	F#	minor	F# minor	minor-augmented tetrachord	F# minor-augmented tetrachord	C# E# F# A	4
"110001001100"	8	D-maj7/CaddA	D-	other	D- other	Lebanese pentachord	D- Lebanese pentachord	C D- F A- A	5
"000101000001"	294	*	F	other	F other	incomplete half-diminished seventh chord	F incomplete half-diminished seventh chord	E- F C-	3
"101110110100"	54	D7/CaddG,E,E-	D	major	D major		D 	C D E- E F# G A	7
"010000101011"	8	F#/C#addG#,B	F#	major	F# major	major pentachord	F# major pentachord	C# F# G# A# B	5
"101010100101"	28	Bm7/CaddE	B	minor	B minor	dorian hexachord	B dorian hexachord	C D E F# A B	6
"000101000100"	5109	*	F	major	F major	incomplete dominant-seventh chord	F incomplete dominant-seventh chord	E- F A	3
"010010010001"	1005	C#/o7	C#	diminished	C# diminished	half-diminished seventh chord	C# half-diminished seventh chord	C# E G B	4
"001001001101"	219	Bo7/DaddA	B	diminished	B diminished	diminished minor-ninth chord	B diminished minor-ninth chord	D F A- A B	5
"100011011000"	23	FmM9/C	F	minor	F minor	minor-major ninth chord	F minor-major ninth chord	C E F G A-	5
"011001100011"	7	Bdim/C#addA#,F#	B	other	B other		B 	C# D F F# A# B	6
"110100011010"	15	A-M11/C	A-	major	A- major	locrian hexachord	A- locrian hexachord	C D- E- G A- B-	6
"010001001000"	4691	C#	C#	major	C# major	major triad	C# major triad	C# E# G#	3
"010010000101"	1786	A/C#addB	A	major	A major	major-second major tetrachord	A major-second major tetrachord	C# E A B	4
"001101100000"	11	*	D	other	D other	alternating tetramirror	D alternating tetramirror	D D# F F#	4
"101001010110"	44	Gm11/C	G	minor	G minor	C all combinatorial (P6, I3, RI9)	G C all combinatorial (P6, I3, RI9)	C D F G A B-	6
"010011000010"	359	A#dim/C#addE#	A#	other	A# other	minor-diminished tetrachord	A# minor-diminished tetrachord	C# E E# A#	4
"000101101000"	27	*	F	minor	F minor	minor tetramirror	F minor tetramirror	E- F G- A-	4
"001010000100"	4841	Dsus2	D	other	D other	quartal trichord	D quartal trichord	D E A	3
"000101001011"	17	F/o7/C-addB-	F	diminished	F diminished	Kumoi pentachord	F Kumoi pentachord	E- F A- B- C-	5
"011011000010"	30	B-/C#addE	B-	major	B- major	major-minor diminished pentachord	B- major-minor diminished pentachord	C# D E F B-	5
"010010010100"	20063	A7/C#	A	major	A major	dominant seventh chord	A dominant seventh chord	C# E G A	4
"010101001101"	8	A+M9/C#addD#	A	augmented	A augmented	Scriabin's Mystic-chord	A Scriabin's Mystic-chord	C# D# E# G# A B	6
"001011001101"	21	Bo7/DaddA,E	B	diminished	B diminished	combinatorial RI (RI9)	B combinatorial RI (RI9)	D E F A- A B	6
"100100000101"	73	Adim/CaddB	A	diminished	A diminished	harmonic minor tetrachord	A harmonic minor tetrachord	C E- A B	4
"001010011000"	21	*	E	other	E other	all-interval tetrachord	E all-interval tetrachord	D E G G#	4
"100111000000"	45	Fpower/CaddE,E-	F	other	F other	minor third tetracluster	F minor third tetracluster	C E- E F	4
"101001101000"	6	D/o7/CaddF#	D	other	D other	Javanese pentatonic	D Javanese pentatonic	C D F F# A-	5
"001011000110"	21	B-maj7/DaddE	B-	major	B- major	Hirajoshi pentatonic	B- Hirajoshi pentatonic	D E F A B-	5
"001000011100"	8	DsusaddG#	G	other	G other	perfect fourth tetramirror	G perfect fourth tetramirror	D G G# A	4
"100101100100"	237	F7/CaddG-	F	major	F major	flat-ninth pentachord	F flat-ninth pentachord	C E- F G- A	5
"101100000010"	468	Cm9	C	minor	C minor	lydian tetrachord	C lydian tetrachord	C D E- B-	4
"000011101001"	5	EaddF,F#	E	major	E major	major-seventh pentacluster	E major-seventh pentacluster	E F F# G# B	5
"000101110000"	20	*	E-	other	E- other	major-second tetracluster	E- major-second tetracluster	E- F G- G	4
"101010010010"	489	C9	C	major	C major	dominant-ninth	C dominant-ninth	C D E G B-	5
"001010010011"	36	E/o7/DaddB	E	other	E other	Neapolitan pentachord	E Neapolitan pentachord	D E G B- B	5
"100010101100"	5	F#/o9/C	F#	diminished	F# diminished	diminished-augmented ninth chord	F# diminished-augmented ninth chord	C E F# G# A	5
"100000001000"	9114	*	A-	major	A- major	interval class 4	A- interval class 4	C A-	2
"100001010011"	5	*	G	other	G other	double-seconds triple-fourth pentachord	G double-seconds triple-fourth pentachord	C F G B- B	5
"110100100000"	34	CdimaddD-	C	diminished	C diminished	minor-second diminished tetrachord	C minor-second diminished tetrachord	C D- E- G-	4
"000010101010"	24	F#9/E	F#	major	F# major	whole-tone tetramirror	F# whole-tone tetramirror	E F# G# A#	4
"000100110110"	25	E-maddG,A	E-	other	E- other	major-minor diminished pentachord	E- major-minor diminished pentachord	E- G- G A B-	5
"000001001110"	61	B-power/FaddA,A-	B-	other	B- other	minor third tetracluster	B- minor third tetracluster	F A- A B-	4
"000001110010"	14	*	G-	major	G- major	minor third tetracluster	G- minor third tetracluster	F G- G B-	4
"111001011101"	6	Gdom7dim5/CaddA,A-,D	G	other	G other		G 	C D- D F G A- A B	8
"011010100001"	101	Bm/C#addE	B	minor	B minor	dorian pentachord	B dorian pentachord	C# D E F# B	5
"001010011001"	53	Em7/DaddG#	E	other	E other	Neapolitan pentachord	E Neapolitan pentachord	D E G G# B	5
"110010000110"	5	B-dim/CaddA	B-	diminished	B- diminished	major-minor-diminished pentachord	B- major-minor-diminished pentachord	C D- F- A B-	5
"100001010000"	4318	Csus	F	other	F other	quartal trichord	F quartal trichord	C F G	3
"001000010111"	12	Gm/DaddA,B	G	other	G other	center-cluster pentachord	G center-cluster pentachord	D G A B- B	5
"101111000010"	19	B-/CaddE,E-	B-	major	B- major	combinatorial I (I3)	B- combinatorial I (I3)	C D E- E F B-	6
"001000001011"	49	*	G#	other	G# other	harmonic minor tetrachord	G# harmonic minor tetrachord	D G# B- B	4
"101001110001"	10	G7/CaddF#	G	major	G major	combinatorial I (I5)	G combinatorial I (I5)	C D F F# G B	6
"000011100001"	17	EpoweraddF,F#	E	other	E other	perfect fourth tetramirror	E perfect fourth tetramirror	E F F# B	4
"000011110010"	5	EdimaddF,F#	E	diminished	E diminished	blues pentacluster	E blues pentacluster	E F F# G B-	5
"011000100100"	2518	Dmaj7/C#	D	major	D major	major seventh chord	D major seventh chord	C# D F# A	4
"010000010001"	900	*	C#	other	C# other	incomplete half-diminished seventh chord	C# incomplete half-diminished seventh chord	C# G B	3
"000101110101"	6	*	E-	other	E- other	combinatorial I (I1)	E- combinatorial I (I1)	E- F G- G A B	6
"000001010001"	5364	*	G	major	G major	incomplete dominant-seventh chord	G incomplete dominant-seventh chord	F G B	3
"101000000110"	555	B-M9/C	B-	major	B- major	phrygian tetrachord	B- phrygian tetrachord	C D A B-	4
"001000010101"	3307	G/DaddA	G	major	G major	major-second major tetrachord	G major-second major tetrachord	D G A B	4
"110001011111"	7	G/o11/CaddA,B	G	other	G other		G 	C D- F G A- A B- B	8
"010010101011"	15	F#11/C#	F#	major	F# major	dominant-eleventh	F# dominant-eleventh	C# E F# G# A# B	6
"101000011001"	8	G/CaddA-	G	major	G major	Roma (Gypsy) pentachord	G Roma (Gypsy) pentachord	C D G A- B	5
"010001000001"	921	*	C#	major	C# major	incomplete dominant-seventh chord	C# incomplete dominant-seventh chord	C# E# B	3
"110100101100"	20	A-7/CaddA,D-	A-	major	A- major	combinatorial RI (RI9)	A- combinatorial RI (RI9)	C D- E- G- A- A	6
"011001000001"	65	Bdim/C#	B	diminished	B diminished	harmonic minor tetrachord	B harmonic minor tetrachord	C# D F B	4
"001011001100"	29	DdimaddA,E	D	other	D other	Roma (Gypsy) pentachord	D Roma (Gypsy) pentachord	D E F A- A	5
"010011000011"	10	A#dim/C#addE#,B	A#	other	A# other	Javanese pentachord	A# Javanese pentachord	C# E E# A# B	5
"010000101101"	45	F#m/C#addG#,B	F#	minor	F# minor	dorian pentachord	F# dorian pentachord	C# F# G# A B	5
"000010011000"	167	*	E	other	E other	major-minor trichord	E major-minor trichord	E G G#	3
"011000100101"	234	Bm9/C#	B	minor	B minor	minor-ninth chord	B minor-ninth chord	C# D F# A B	5
"000001011011"	9	*	G	other	G other	alternating pentachord	G alternating pentachord	F G A- B- B	5
"000010000010"	4973	*	A#	other	A# other	tritone	A# tritone	E A#	2
"000010100010"	1192	*	F#	major	F# major	incomplete dominant-seventh chord	F# incomplete dominant-seventh chord	E F# A#	3
"100101000010"	1127	*	C	minor	C minor	quartal tetramirror	C quartal tetramirror	C E- F B-	4
"100101011000"	186	Fm9/C	F	minor	F minor	minor-ninth chord	F minor-ninth chord	C E- F G A-	5
"001100010101"	5	E-+M7/DaddA	E-	augmented	E- augmented	enigmatic pentachord	E- enigmatic pentachord	D E- G A B	5
"101010010101"	56	Am11/C	A	minor	A minor	C all combinatorial (P6, I3, RI9)	A C all combinatorial (P6, I3, RI9)	C D E G A B	6
"011010100000"	373	DM9/C#	D	major	D major	phrygian tetrachord	D phrygian tetrachord	C# D E F#	4
"011001010001"	70	G7/C#	G	major	G major	augmented-sixth pentachord	G augmented-sixth pentachord	C# D F G B	5
"001010010000"	6424	*	E	minor	E minor	incomplete minor-seventh chord	E incomplete minor-seventh chord	D E G	3
"000001011000"	685	*	F	minor	F minor	minor trichord	F minor trichord	F G A-	3
"001000010001"	62875	G/D	G	major	G major	major triad	G major triad	D G B	3
"011001101001"	11	G#o7/C#addF#	G#	diminished	G# diminished	combinatorial RI (RI9)	G# combinatorial RI (RI9)	C# D F F# G# B	6
"100100010001"	468	CmM7	C	minor	C minor	minor-augmented tetrachord	C minor-augmented tetrachord	C E- G B	4
"100110100101"	21	Ao9/CaddE	A	other	A other	combinatorial RI (RI9)	A combinatorial RI (RI9)	C E- E G- A B	6
"000011000001"	356	EpoweraddF	E	other	E other	tritone-fourth	E tritone-fourth	E F B	3
"000001000101"	1000	*	B	other	B other	incomplete half-diminished seventh chord	B incomplete half-diminished seventh chord	F A B	3
"100001001001"	445	Fm/C-addC-	F	other	F other	minor-diminished tetrachord	F minor-diminished tetrachord	C F A- C-	4
"011011110001"	5	C#/ob9addF,F#	C#	diminished	C# diminished		C# 	C# D E F F# G B	7
"110001010010"	11	G/o7/C	G	diminished	G diminished	Kumoi pentachord	G Kumoi pentachord	C D- F G B-	5
"101000011010"	10	Gm/CaddA-	G	minor	G minor	phrygian pentachord	G phrygian pentachord	C D G A- B-	5
"110000010101"	19	*	G	other	G other	tritone-contracting pentachord	G tritone-contracting pentachord	C D- G A B	5
"100000001101"	57	AmM9/C	A	minor	A minor	alternating tetramirror	A alternating tetramirror	C G# A B	4
"100001000101"	746	F/CaddB	F	major	F major	all-interval tetrachord	F all-interval tetrachord	C F A B	4
"011000010010"	517	Gm/C#	G	minor	G minor	minor-diminished tetrachord	G minor-diminished tetrachord	C# D G B-	4
"000100000101"	2205	*	A	other	A other	incomplete dominant-seventh chord	A incomplete dominant-seventh chord	E- A B	3
"000100101010"	73	E-maddA-	E-	minor	E- minor	perfect-fourth minor tetrachord	E- perfect-fourth minor tetrachord	E- G- A- B-	4
"011011100010"	9	*	D	other	D other	combinatorial I (I5)	D combinatorial I (I5)	C# D E F F# A#	6
"100100011000"	1227	A-maj7/C	A-	major	A- major	major seventh chord	A- major seventh chord	C E- G A-	4
"101101000001"	15	Bdim/CaddE-	B	diminished	B diminished	alternating pentachord	B alternating pentachord	C D E- F B	5
"000101000010"	2515	E-sus2	E-	other	E- other	quartal trichord	E- quartal trichord	E- F B-	3
"010000010011"	34	*	A#	minor	A# minor	major-third diminished terachord	A# major-third diminished terachord	C# G A# B	4
"010000100110"	34	F#m/C#addA#	F#	other	F# other	major-minor tetramirror	F# major-minor tetramirror	C# F# A A#	4
"010011100001"	10	*	C#	other	C# other	double-seconds triple-fourth pentachord	C# double-seconds triple-fourth pentachord	C# E E# F# B	5
"010100010100"	169	Adom7dim5/C#	A	other	A other	Messiaen's truncated mode 6	A Messiaen's truncated mode 6	C# E- G A	4
"100110110100"	8	Ao7/CaddG,E	A	other	A other	combinatorial I (I11)	A combinatorial I (I11)	C E- E G- G A	6
"011010010100"	1738	A7/C#addD	A	major	A major	Kumoi pentachord	A Kumoi pentachord	C# D E G A	5
"101101000100"	858	Dm7/CaddE-	D	minor	D minor	minor-diminished ninth chord	D minor-diminished ninth chord	C D E- F A	5
"000001100001"	155	*	F	other	F other	tritone-fourth	F tritone-fourth	F G- C-	3
"010010101010"	25	F#9/C#	F#	major	F# major	dominant-ninth	F# dominant-ninth	C# E F# G# A#	5
"000100100101"	5578	*	F#	minor	F# minor	dominant seventh chord	F# dominant seventh chord	E- F# A B	4
"001100101000"	39	*	G#	other	G# other	all-interval tetrachord	G# all-interval tetrachord	D D# F# G#	4
"011000000101"	346	Bm9/C#	B	minor	B minor	lydian tetrachord	B lydian tetrachord	C# D A B	4
"100001100101"	7	F/CaddG-,B	F	major	F major	Balinese pentachord	F Balinese pentachord	C F G- A B	5
"010001000110"	99	A+/C#addA#	A	augmented	A augmented	minor-augmented tetrachord	A minor-augmented tetrachord	C# E# A A#	4
"000011010011"	7	EdimaddF,B	E	other	E other	Javanese pentachord	E Javanese pentachord	E F G B- B	5
"110100000100"	39	Adim/CaddC#	A	other	A other	major-third diminished terachord	A major-third diminished terachord	C C# E- A	4
"100010100101"	57	F#/o7/CaddB	F#	diminished	F# diminished	Kumoi pentachord	F# Kumoi pentachord	C E F# A B	5
"011100010010"	60	Gm/C#addD#	G	other	G other	diminished pentacluster	G diminished pentacluster	C# D D# G B-	5
"000000010110"	1310	*	G	minor	G minor	minor trichord	G minor trichord	G A B-	3
"110100010010"	170	Cm7addD-	C	minor	C minor	minor-diminished ninth chord	C minor-diminished ninth chord	C D- E- G B-	5
"011010010010"	397	C#ob9	C#	diminished	C# diminished	diminished minor-ninth chord	C# diminished minor-ninth chord	C# D E G B-	5
"001001000101"	1472	B/o7/D	B	diminished	B diminished	half-diminished seventh chord	B half-diminished seventh chord	D F A B	4
"010010110000"	185	C#dimaddF#	C#	diminished	C# diminished	perfect-fourth diminished tetrachord	C# perfect-fourth diminished tetrachord	C# E F# G	4
"101011010101"	25	CM13	C	major	C major	major scale	C major scale	C D E F G A B	7
"010010100001"	306	*	C#	minor	C# minor	quartal tetramirror	C# quartal tetramirror	C# E F# B	4
"000001110110"	5	*	G-	major	G- major	minor-second major pentachord	G- minor-second major pentachord	F G- G A B-	5
"110001011101"	9	Gdom7dim5/CaddA,A-	G	other	G other		G 	C D- F G A- A B	7
"001011010001"	833	Em7/DaddF	E	minor	E minor	minor-diminished ninth chord	E minor-diminished ninth chord	D E F G B	5
"010011110100"	12	F#m7/C#addG,E#	F#	minor	F# minor		F# 	C# E E# F# G A	6
"101100011000"	45	A-maj7/CaddD	A-	major	A- major	Hirajoshi pentatonic	A- Hirajoshi pentatonic	C D E- G A-	5
"001010001100"	478	*	E	major	E major	tritone quartal tetrachord	E tritone quartal tetrachord	D E G# A	4
"010011001100"	12	Amaj7/C#addE#	A	other	A other	Lebanese pentachord	A Lebanese pentachord	C# E E# G# A	5
"010011010000"	130	C#dimaddE#	C#	other	C# other	major-third diminished terachord	C# major-third diminished terachord	C# E E# G	4
"001001000000"	32766	*	D	minor	D minor	interval class 3	D interval class 3	D F	2
"100011010001"	108	Cmaj7addF	C	major	C major	Balinese Pelog pentatonic	C Balinese Pelog pentatonic	C E F G B	5
"100100110000"	549	CdimaddG	C	other	C other	minor-diminished tetrachord	C minor-diminished tetrachord	C E- G- G	4
"000101001001"	262	F/o7/C-	F	diminished	F diminished	half-diminished seventh chord	F half-diminished seventh chord	E- F A- C-	4
"000110011010"	11	E-addF-,A-	E-	major	E- major	Roma (Gypsy) pentachord	E- Roma (Gypsy) pentachord	E- F- G A- B-	5
"101010110001"	19	CM9addF#	C	major	C major	phrygian hexamirror	C phrygian hexamirror	C D E F# G B	6
"000111000100"	39	*	F	major	F major	major third tetracluster	F major third tetracluster	E- E F A	4
"000110000010"	62	E-poweraddF-	E-	other	E- other	tritone-fourth	E- tritone-fourth	E- F- B-	3
"001010111001"	6	Em9/DaddG#	E	other	E other		E 	D E F# G G# B	6
"000011000010"	836	*	E	other	E other	tritone-fourth	E tritone-fourth	E F B-	3
"110000010000"	202	CpoweraddD-	C	other	C other	tritone-fourth	C tritone-fourth	C D- G	3
"110000010010"	116	Gdim/C	G	diminished	G diminished	perfect-fourth diminished tetrachord	G perfect-fourth diminished tetrachord	C D- G B-	4
"101001100000"	31	*	D	other	D other	all-interval tetrachord	D all-interval tetrachord	C D F F#	4
"001010000101"	1299	*	B	minor	B minor	quartal tetramirror	B quartal tetramirror	D E A B	4
"000010101001"	764	EaddF#	E	major	E major	major-second major tetrachord	E major-second major tetrachord	E F# G# B	4
"000110100010"	36	E-maddF-	E-	minor	E- minor	all-interval tetrachord	E- all-interval tetrachord	E- F- G- B-	4
"010101001111"	6	A+M9/C#addA#,D#	A	augmented	A augmented		A 	C# D# E# G# A A# B	7
"010000000100"	27119	*	A	major	A major	interval class 4	A interval class 4	C# A	2
"000100111000"	10	A-power/E-addG,G-	A-	other	A- other	minor third tetracluster	A- minor third tetracluster	E- G- G A-	4
"100110000110"	11	Adim/CaddB-,E	A	other	A other	Javanese pentachord	A Javanese pentachord	C E- E A B-	5
"001001011100"	14	DdimaddG,A	D	other	D other	minor-seventh pentacluster	D minor-seventh pentacluster	D F G A- A	5
"100010011000"	177	A-+M7/C	A-	augmented	A- augmented	augmented major tetrachord	A- augmented major tetrachord	C E G A-	4
"101010001000"	105	C+addD	C	augmented	C augmented	augmented seventh chord	C augmented seventh chord	C D E G#	4
"101100000001"	47	CmM9	C	minor	C minor	alternating tetramirror	C alternating tetramirror	C D E- B	4
"101011000010"	43	B-/CaddE	B-	major	B- major	lydian pentachord	B- lydian pentachord	C D E F B-	5
"100001011010"	85	Fm/CaddG,B-	F	minor	F minor	dorian pentachord	F dorian pentachord	C F G A- B-	5
"011000110100"	110	Dmaj7/C#addG	D	major	D major	Balinese Pelog pentatonic	D Balinese Pelog pentatonic	C# D F# G A	5
"011000010100"	753	*	A	major	A major	tritone quartal tetrachord	A tritone quartal tetrachord	C# D G A	4
"101011011000"	12	D/o9/CaddG	D	diminished	D diminished	melodic-minor hexachord	D melodic-minor hexachord	C D E F G A-	6
"000000100001"	7220	Bpower/F#	B	other	B other	interval class 5	B interval class 5	F# B	2
"101001100101"	22	B/ob9/CaddF#	B	other	B other	combinatorial RI (RI1)	B combinatorial RI (RI1)	C D F F# A B	6
"000010010001"	16847	Em	E	minor	E minor	minor triad	E minor triad	E G B	3
"100011000101"	53	Fmaj7/CaddB	F	major	F major	Hirajoshi pentatonic	F Hirajoshi pentatonic	C E F A B	5
